created_at,entry_id,field1,field2,field3,field4
2022-07-17 22:51:02 UTC,78,33,110,14.75,90
2022-07-17 22:51:17 UTC,79,22,132,11.27,89
2022-07-17 22:51:32 UTC,80,15,79,15.01,95
2022-07-17 22:51:47 UTC,81,14,84,14.99,92
2022-07-17 22:58:06 UTC,82,13,66,14.93,97
2022-07-17 22:58:21 UTC,83,29,62,4.02,97
2022-07-17 22:58:39 UTC,84,20,65,3.44,92
2022-07-17 22:58:51 UTC,85,38,119,0.71,85
2022-07-17 22:59:07 UTC,86,27,149,19.1,89
2022-07-17 22:59:22 UTC,87,10,139,9.89,99
2022-07-17 22:59:36 UTC,88,13,54,15.12,96
2022-07-17 23:00:52 UTC,89,22,58,13.18,86
2022-07-17 23:01:07 UTC,90,12,119,14.01,87
2022-07-17 23:01:22 UTC,91,31,130,18.1,98
2022-07-17 23:01:37 UTC,92,13,51,13.69,87
2022-07-17 23:01:53 UTC,93,20,80,13.65,97
2022-07-17 23:02:08 UTC,94,17,86,19.15,87
2022-07-17 23:02:23 UTC,95,13,117,6.04,86
2022-07-17 23:05:34 UTC,96,15,98,3.63,98
2022-07-17 23:05:49 UTC,97,15,84,2.31,96
2022-07-17 23:06:09 UTC,98,23,62,18.42,86
2022-07-17 23:06:19 UTC,99,24,120,13.78,89
2022-07-17 23:06:34 UTC,100,10,110,14.33,86
2022-07-17 23:06:49 UTC,101,22,138,18.8,98
2022-07-17 23:07:04 UTC,102,35,67,4.85,95
2022-07-17 23:12:55 UTC,103,24,103,9.87,86
2022-07-17 23:13:10 UTC,104,31,134,0.51,93
2022-07-17 23:13:25 UTC,105,15,55,8.34,95
2022-07-17 23:13:40 UTC,106,29,86,18.82,88
2022-07-17 23:13:55 UTC,107,12,118,4.01,99
2022-07-17 23:14:10 UTC,108,25,142,18.81,90
2022-07-17 23:14:25 UTC,109,24,152,10.5,92
2022-07-17 23:18:58 UTC,110,34,51,15.07,99
2022-07-17 23:19:13 UTC,111,19,141,13.46,95
2022-07-17 23:19:28 UTC,112,15,132,7.87,86
2022-07-17 23:19:43 UTC,113,17,144,1.56,99
2022-07-17 23:19:58 UTC,114,40,64,4.47,94
2022-07-17 23:20:13 UTC,115,35,56,12.12,92
2022-07-17 23:20:28 UTC,116,33,86,5.66,93
2022-07-18 20:32:24 UTC,117,30,64,13.61,85
2022-07-18 20:32:35 UTC,118,23,92,12.68,87
2022-07-18 20:32:49 UTC,119,13,121,16.55,99
2022-07-18 20:33:03 UTC,120,40,114,12.85,91
2022-07-18 20:33:19 UTC,121,35,109,18.8,98
2022-07-18 20:33:34 UTC,122,27,114,6.27,96
2022-07-18 20:33:48 UTC,123,27,121,7.12,93
2022-07-18 21:05:04 UTC,124,15,150,2.16,97
2022-07-18 21:05:19 UTC,125,26,116,19.77,86
2022-07-18 21:05:34 UTC,126,30,114,12.56,97
2022-07-18 21:05:49 UTC,127,39,98,18.01,89
2022-07-18 21:06:08 UTC,128,40,116,6.76,89
2022-07-18 21:06:19 UTC,129,15,112,4.68,86
2022-07-19 22:42:02 UTC,130,17,56,17.32,88
2022-07-19 22:42:03 UTC,131,35,115,8.92,93
2022-07-19 22:42:04 UTC,132,39,93,7.92,87
2022-07-19 22:42:05 UTC,133,23,69,10.09,97
2022-07-19 22:42:06 UTC,134,26,154,3.35,92
2022-07-19 22:42:07 UTC,135,13,98,12.22,91
2022-07-19 22:42:08 UTC,136,31,132,17.54,94
2022-07-19 22:42:09 UTC,137,25,105,0.95,96
2022-07-19 22:42:10 UTC,138,32,91,3.74,99
2022-07-19 22:42:11 UTC,139,12,51,12.03,88
2022-07-19 22:42:12 UTC,140,14,68,18.92,85
